time_step,episode,reward,cumulative_reward,balance,stake_a,stake_b,p_chosen,correct
9527,1156,1000.00,4262.85,5262.85,0.00,2785.42,0.24,1
9528,1156,1000.00,5262.85,6262.85,1032.16,4230.69,0.08,1
9529,1156,1000.00,6262.85,7262.85,2641.23,2797.49,0.29,1
9530,1156,1000.00,7262.85,8262.85,0.00,7262.85,0.04,1
9531,1156,1000.00,8262.85,9262.85,0.00,8262.85,0.08,1
9532,1156,-1000.00,7262.85,8262.85,1198.36,1013.68,0.15,0
9533,1156,1000.00,8262.85,9262.85,0.00,6981.14,0.40,1
9534,1156,1000.00,9262.85,10262.85,0.00,9262.85,0.14,1
9535,1156,1000.00,10262.85,11262.85,4179.95,6082.91,0.25,1
9536,1156,1000.00,11262.85,12262.85,0.00,11262.85,0.04,1
9537,1156,1000.00,12262.85,13262.85,4367.98,7894.87,0.35,1
9538,1156,1000.00,13262.85,14262.85,0.00,13262.85,0.08,1
9539,1156,1000.00,14262.85,15262.85,3168.75,11094.10,0.29,1
9540,1156,1000.00,15262.85,16262.85,2941.31,11710.53,0.34,1
9541,1156,1000.00,16262.85,17262.85,7044.32,9218.53,0.34,1
9542,1156,-1000.00,15262.85,16262.85,0.00,17262.85,0.05,0
9543,1156,-1000.00,14262.85,15262.85,9296.75,6966.11,0.07,0
9544,1156,-1000.00,13262.85,14262.85,6881.63,8381.23,0.15,0
9545,1156,-1000.00,12262.85,13262.85,6981.04,7281.82,0.42,0
9546,1156,-1000.00,11262.85,12262.85,11200.22,0.00,0.02,0
9547,1156,-1000.00,10262.85,11262.85,1518.23,10744.63,0.31,0
9548,1156,-1000.00,9262.85,10262.85,0.00,11262.85,0.24,0
9549,1156,-1000.00,8262.85,9262.85,0.00,6601.92,0.22,0
9550,1156,-1000.00,7262.85,8262.85,0.00,4386.79,0.14,0
9551,1156,-1000.00,6262.85,7262.85,0.00,4674.78,0.24,0
9552,1156,-1000.00,5262.85,6262.85,0.00,7262.85,0.06,0
9553,1156,-1000.00,4262.85,5262.85,1409.85,4853.00,0.37,0
9554,1156,-1000.00,3262.85,4262.85,2195.61,3067.24,0.34,0
9555,1156,-1000.00,2262.85,3262.85,0.00,4262.85,0.37,0
9556,1156,-1000.00,1262.85,2262.85,0.00,3262.85,0.05,0
9557,1156,-1000.00,262.85,1262.85,2166.20,0.00,0.03,0
9558,1156,-754.07,-491.21,508.79,76.93,677.14,0.34,0
9559,1156,-347.19,-838.40,161.60,81.58,265.60,0.33,0
9560,1156,-99.80,-938.20,61.80,0.00,99.80,0.31,0
9561,1156,-61.80,-1000.00,0.00,0.00,61.80,0.20,0
9562,1157,-1000.00,-1000.00,0.00,0.00,663.56,0.18,0
9563,1158,0.00,0.00,1000.00,0.00,0.00,0.03,0
9564,1158,-1000.00,-1000.00,0.00,404.07,595.93,0.10,0
9565,1159,-1000.00,-1000.00,0.00,0.00,1000.00,0.28,0
9566,1160,-1000.00,-1000.00,0.00,76.33,923.67,0.44,0
9567,1161,-1000.00,-1000.00,0.00,0.00,804.48,0.42,0
9568,1162,-1000.00,-1000.00,0.00,19.69,980.31,0.33,0
9569,1163,1000.00,1000.00,2000.00,0.00,515.72,0.23,1
9570,1163,1000.00,2000.00,3000.00,0.00,2000.00,0.09,1
9571,1163,1000.00,3000.00,4000.00,0.00,3000.00,0.29,1
9572,1163,1000.00,4000.00,5000.00,982.27,1862.95,0.30,1
9573,1163,1000.00,5000.00,6000.00,0.00,5000.00,0.33,1
9574,1163,1000.00,6000.00,7000.00,3000.00,3000.00,0.02,1
9575,1163,1000.00,7000.00,8000.00,2932.70,4067.30,0.26,1
9576,1163,1000.00,8000.00,9000.00,0.00,8000.00,0.35,1
9577,1163,1000.00,9000.00,10000.00,0.00,4535.89,0.21,1
9578,1163,-1000.00,8000.00,9000.00,5031.93,4442.11,0.27,0
9579,1163,1000.00,9000.00,10000.00,1018.15,7981.85,0.36,1
9580,1163,1000.00,10000.00,11000.00,0.00,10000.00,0.04,1
9581,1163,1000.00,11000.00,12000.00,2682.09,7998.31,0.34,1
9582,1163,1000.00,12000.00,13000.00,6000.00,6000.00,0.09,1
9583,1163,1000.00,13000.00,14000.00,5639.88,7360.12,0.21,1
9584,1163,-1000.00,12000.00,13000.00,9199.10,4800.90,0.29,0
9585,1163,1000.00,13000.00,14000.00,4629.62,8370.38,0.12,1
9586,1163,1000.00,14000.00,15000.00,6647.10,7352.90,0.41,1
9587,1163,1000.00,15000.00,16000.00,7500.00,7500.00,0.01,1
9588,1163,-1000.00,14000.00,15000.00,8203.36,7796.64,0.26,0
9589,1163,1000.00,15000.00,16000.00,5424.25,9575.75,0.32,1
9590,1163,1000.00,16000.00,17000.00,0.00,16000.00,0.03,1
9591,1163,1000.00,17000.00,18000.00,0.00,11823.75,0.33,1
9592,1163,1000.00,18000.00,19000.00,2961.76,15038.24,0.34,1
9593,1163,1000.00,19000.00,20000.00,0.00,19000.00,0.06,1
9594,1163,1000.00,20000.00,21000.00,8855.52,11144.48,0.33,1
9595,1163,1000.00,21000.00,22000.00,0.00,21000.00,0.25,1
9596,1163,1000.00,22000.00,23000.00,0.00,22000.00,0.03,1
9597,1163,1000.00,23000.00,24000.00,7402.51,15597.49,0.34,1
9598,1163,1000.00,24000.00,25000.00,0.00,8657.29,0.21,1
9599,1163,1000.00,25000.00,26000.00,12500.00,12500.00,0.02,1
9600,1163,1000.00,26000.00,27000.00,2125.06,23874.94,0.40,1
9601,1163,1000.00,27000.00,28000.00,0.00,27000.00,0.13,1
9602,1163,1000.00,28000.00,29000.00,9700.22,18299.78,0.35,1
9603,1163,1000.00,29000.00,30000.00,14500.00,14500.00,0.22,1
9604,1163,1000.00,30000.00,31000.00,9363.84,20636.16,0.18,1
9605,1163,-1000.00,29000.00,30000.00,4328.24,0.00,0.07,0
9606,1163,1000.00,30000.00,31000.00,1901.46,28098.54,0.10,1
9607,1163,-1000.00,29000.00,30000.00,21506.07,9493.93,0.10,0
9608,1164,-1000.00,-1000.00,0.00,0.00,1000.00,0.33,0
9609,1165,-1000.00,-1000.00,0.00,499.32,500.68,0.03,0
9610,1166,-1000.00,-1000.00,0.00,0.00,1000.00,0.42,0
9611,1167,-1000.00,-1000.00,0.00,197.79,802.21,0.01,0
9612,1168,-1000.00,-1000.00,0.00,588.55,411.45,0.01,0
9613,1169,-859.51,-859.51,140.49,0.00,859.51,0.33,0
9614,1169,-140.49,-1000.00,0.00,0.00,140.49,0.02,0
9615,1170,-1000.00,-1000.00,0.00,137.91,862.09,0.34,0
9616,1171,-181.81,-181.81,818.19,0.00,181.81,0.18,0
9617,1171,-818.19,-1000.00,0.00,0.00,818.19,0.25,0
9618,1172,1000.00,1000.00,2000.00,443.96,556.04,0.12,1
9619,1172,-1000.00,0.00,1000.00,1372.18,627.82,0.09,0
9620,1172,1000.00,1000.00,2000.00,0.00,884.08,0.33,1
9621,1172,1000.00,2000.00,3000.00,847.95,1152.05,0.20,1
9622,1172,1000.00,3000.00,4000.00,0.00,3000.00,0.32,1
9623,1172,-1000.00,2000.00,3000.00,2134.60,1865.40,0.22,0
9624,1172,1000.00,3000.00,4000.00,0.00,2507.59,0.35,1
9625,1172,1000.00,4000.00,5000.00,0.00,2629.33,0.36,1
9626,1172,-42.85,3957.15,4957.15,42.85,0.00,0.10,0
9627,1172,1000.00,4957.15,5957.15,0.00,4957.15,0.00,1
9628,1172,1000.00,5957.15,6957.15,0.00,731.83,0.10,1
9629,1172,1000.00,6957.15,7957.15,1473.92,5483.24,0.37,1
9630,1172,1000.00,7957.15,8957.15,707.72,7249.44,0.22,1
9631,1172,1000.00,8957.15,9957.15,0.00,3502.56,0.16,1
9632,1172,1000.00,9957.15,10957.15,2200.39,7756.77,0.35,1
9633,1172,-1000.00,8957.15,9957.15,7820.29,3136.87,0.40,0
9634,1172,-1000.00,7957.15,8957.15,0.00,7767.34,0.41,0
9635,1172,-1000.00,6957.15,7957.15,0.00,8957.15,0.03,0
9636,1172,-1000.00,5957.15,6957.15,2395.12,5562.03,0.03,0
9637,1172,-1000.00,4957.15,5957.15,3011.73,816.26,0.20,0
9638,1172,-1000.00,3957.15,4957.15,0.00,4365.60,0.20,0
9639,1172,-1000.00,2957.15,3957.15,3713.72,947.77,0.19,0
9640,1172,-1000.00,1957.15,2957.15,1662.72,2294.43,0.20,0
9641,1172,-1000.00,957.15,1957.15,1153.30,1803.85,0.13,0
9642,1172,-1000.00,-42.85,957.15,331.99,1625.17,0.17,0
9643,1172,-1000.00,-1042.85,-42.85,482.67,474.48,0.03,0
9644,1173,1000.00,1000.00,2000.00,0.00,1000.00,0.12,1
9645,1173,-1000.00,0.00,1000.00,0.00,1151.12,0.15,0
9646,1173,-1000.00,-1000.00,0.00,472.91,478.93,0.25,0
9647,1174,-1000.00,-1000.00,0.00,0.00,1000.00,0.42,0
9648,1175,1000.00,1000.00,2000.00,0.00,126.50,0.15,1
9649,1175,-1000.00,0.00,1000.00,1200.52,799.48,0.13,0
9650,1175,1000.00,1000.00,2000.00,0.00,1000.00,0.08,1
9651,1175,0.00,1000.00,2000.00,0.00,0.00,0.04,0
9652,1175,1000.00,2000.00,3000.00,778.06,1221.94,0.36,1
9653,1175,1000.00,3000.00,4000.00,0.00,3000.00,0.10,1
9654,1175,-1000.00,2000.00,3000.00,4000.00,0.00,0.01,0
9655,1175,1000.00,3000.00,4000.00,1267.56,1732.44,0.18,1
9656,1175,1000.00,4000.00,5000.00,0.00,3342.00,0.24,1
9657,1175,1000.00,5000.00,6000.00,1958.55,3041.45,0.40,1
9658,1175,1000.00,6000.00,7000.00,873.45,5126.55,0.44,1
9659,1175,1000.00,7000.00,8000.00,1652.84,3177.74,0.28,1
9660,1175,-1000.00,6000.00,7000.00,0.00,8000.00,0.25,0
9661,1175,-1000.00,5000.00,6000.00,0.00,7000.00,0.23,0
9662,1175,-1000.00,4000.00,5000.00,2441.38,3558.62,0.04,0
9663,1175,-1000.00,3000.00,4000.00,4515.49,484.51,0.29,0
9664,1175,-1000.00,2000.00,3000.00,1126.13,2327.30,0.33,0
9665,1175,-1000.00,1000.00,2000.00,1131.30,1736.73,0.36,0
9666,1175,-1000.00,0.00,1000.00,0.00,1545.51,0.43,0
9667,1175,0.00,0.00,1000.00,0.00,0.00,0.03,0
9668,1175,-1000.00,-1000.00,0.00,0.00,416.74,0.31,0
9669,1176,-745.62,-745.62,254.38,745.62,0.00,0.01,0
9670,1176,-1000.00,-1745.62,-745.62,0.00,254.38,0.06,0
9671,1177,-185.71,-185.71,814.29,0.00,185.71,0.16,0
9672,1177,-814.29,-1000.00,0.00,407.15,407.15,0.07,0
9673,1178,-1000.00,-1000.00,0.00,173.37,0.00,0.07,0
9674,1179,1000.00,1000.00,2000.00,0.00,1000.00,0.11,1
9675,1179,1000.00,2000.00,3000.00,420.47,1579.53,0.40,1
9676,1179,1000.00,3000.00,4000.00,0.00,2256.99,0.40,1
9677,1179,1000.00,4000.00,5000.00,926.91,2954.67,0.40,1
9678,1179,1000.00,5000.00,6000.00,0.00,3935.95,0.38,1
9679,1179,-1000.00,4000.00,5000.00,3153.08,2846.92,0.25,0
9680,1179,1000.00,5000.00,6000.00,0.00,2506.54,0.26,1
9681,1179,1000.00,6000.00,7000.00,2512.66,3487.34,0.33,1
9682,1179,-1000.00,5000.00,6000.00,4537.20,2462.80,0.13,0
9683,1179,-980.63,4019.37,5019.37,980.63,0.00,0.05,0
9684,1179,1000.00,5019.37,6019.37,0.00,5019.37,0.06,1
9685,1179,1000.00,6019.37,7019.37,2164.31,3855.06,0.07,1
9686,1179,1000.00,7019.37,8019.37,668.81,6350.56,0.44,1
9687,1179,1000.00,8019.37,9019.37,2341.46,5677.92,0.35,1
9688,1179,1000.00,9019.37,10019.37,0.00,5451.84,0.32,1
9689,1179,-1000.00,8019.37,9019.37,6939.85,3079.53,0.12,0
9690,1179,1000.00,9019.37,10019.37,1480.49,3261.16,0.25,1
9691,1179,1000.00,10019.37,11019.37,5009.69,5009.69,0.12,1
9692,1179,1000.00,11019.37,12019.37,3217.12,7034.17,0.32,1
9693,1179,-1000.00,10019.37,11019.37,2584.69,0.00,0.08,0
9694,1179,1000.00,11019.37,12019.37,4090.74,6928.63,0.41,1
9695,1179,1000.00,12019.37,13019.37,0.00,12019.37,0.23,1
9696,1179,1000.00,13019.37,14019.37,6509.69,6509.69,0.12,1
9697,1179,-1000.00,12019.37,13019.37,11924.86,2094.52,0.02,0
9698,1179,1000.00,13019.37,14019.37,0.00,7311.73,0.16,1
9699,1179,1000.00,14019.37,15019.37,6848.80,7170.57,0.29,1
9700,1179,-1000.00,13019.37,14019.37,8118.19,6901.18,0.28,0
9701,1179,1000.00,14019.37,15019.37,6305.39,7713.98,0.35,1
9702,1179,1000.00,15019.37,16019.37,0.00,15019.37,0.06,1
9703,1179,-1000.00,14019.37,15019.37,11959.83,4059.54,0.14,0
9704,1179,-1000.00,13019.37,14019.37,7520.48,7498.89,0.24,0
9705,1179,-1000.00,12019.37,13019.37,5503.12,8516.26,0.13,0
9706,1179,-1000.00,11019.37,12019.37,6650.31,6369.06,0.11,0
9707,1179,-1000.00,10019.37,11019.37,6009.69,6009.69,0.15,0
9708,1179,-1000.00,9019.37,10019.37,8090.15,2929.22,0.20,0
9709,1179,-1000.00,8019.37,9019.37,0.00,2448.93,0.14,0
9710,1179,-1000.00,7019.37,8019.37,3333.99,3862.50,0.38,0
9711,1179,-1000.00,6019.37,7019.37,0.00,8019.37,0.03,0
9712,1179,-1000.00,5019.37,6019.37,1391.13,2130.27,0.41,0
9713,1179,-1000.00,4019.37,5019.37,2222.35,0.00,0.02,0
9714,1179,-1000.00,3019.37,4019.37,4204.71,814.66,0.11,0
9715,1180,1000.00,1000.00,2000.00,214.39,785.61,0.32,1
9716,1180,1000.00,2000.00,3000.00,212.05,1597.02,0.42,1
9717,1180,1000.00,3000.00,4000.00,1500.00,1500.00,0.01,1
9718,1180,1000.00,4000.00,5000.00,0.00,1827.86,0.05,1
9719,1180,1000.00,5000.00,6000.00,0.00,5000.00,0.15,1
9720,1180,1000.00,6000.00,7000.00,360.53,3817.14,0.37,1
9721,1180,1000.00,7000.00,8000.00,0.00,6258.12,0.25,1
9722,1180,1000.00,8000.00,9000.00,0.00,7335.84,0.37,1
9723,1180,1000.00,9000.00,10000.00,0.00,2854.01,0.01,1
9724,1180,1000.00,10000.00,11000.00,3414.94,6585.06,0.06,1
9725,1180,1000.00,11000.00,12000.00,192.30,10807.70,0.44,1
9726,1180,1000.00,12000.00,13000.00,1263.63,4177.12,0.20,1
9727,1180,1000.00,13000.00,14000.00,0.00,13000.00,0.21,1
9728,1180,1000.00,14000.00,15000.00,12.59,13496.06,0.44,1
9729,1180,1000.00,15000.00,16000.00,6400.64,8599.36,0.28,1
9730,1180,-1000.00,14000.00,15000.00,10106.40,5893.60,0.01,0
9731,1180,1000.00,15000.00,16000.00,7500.00,7500.00,0.04,1
9732,1180,1000.00,16000.00,17000.00,0.00,5767.10,0.20,1
9733,1180,-1000.00,15000.00,16000.00,9093.65,0.00,0.02,0
9734,1180,1000.00,16000.00,17000.00,2431.65,13568.35,0.41,1
9735,1180,1000.00,17000.00,18000.00,0.00,17000.00,0.42,1
9736,1180,1000.00,18000.00,19000.00,8796.69,9203.31,0.09,1
9737,1180,1000.00,19000.00,20000.00,1217.58,17782.42,0.44,1
9738,1180,1000.00,20000.00,21000.00,6187.29,13317.50,0.37,1
9739,1180,-1000.00,19000.00,20000.00,0.00,10806.60,0.32,0
9740,1180,0.00,19000.00,20000.00,0.00,0.00,0.01,0
9741,1180,-1000.00,18000.00,19000.00,2425.99,17574.01,0.01,0
9742,1180,-1000.00,17000.00,18000.00,0.00,19000.00,0.04,0
9743,1180,-1000.00,16000.00,17000.00,0.00,6189.46,0.15,0
9744,1180,-1000.00,15000.00,16000.00,0.00,14998.98,0.18,0
9745,1180,-1000.00,14000.00,15000.00,0.00,16000.00,0.25,0
9746,1180,-1000.00,13000.00,14000.00,7500.00,7500.00,0.02,0
9747,1180,-1000.00,12000.00,13000.00,0.00,14000.00,0.04,0
9748,1180,-1000.00,11000.00,12000.00,0.00,2291.14,0.11,0
9749,1180,-1000.00,10000.00,11000.00,0.00,12000.00,0.18,0
9750,1180,-1000.00,9000.00,10000.00,2160.62,8839.38,0.16,0
9751,1180,-1000.00,8000.00,9000.00,1664.64,8335.36,0.20,0
9752,1180,-1000.00,7000.00,8000.00,0.00,9000.00,0.32,0
9753,1180,-1000.00,6000.00,7000.00,0.00,8000.00,0.02,0
9754,1180,-1000.00,5000.00,6000.00,0.00,7000.00,0.43,0
9755,1180,-1000.00,4000.00,5000.00,6000.00,0.00,0.00,0
9756,1180,-1000.00,3000.00,4000.00,0.00,2539.17,0.21,0
9757,1180,-1000.00,2000.00,3000.00,0.00,4000.00,0.08,0
9758,1180,-1000.00,1000.00,2000.00,1419.59,1580.41,0.12,0
9759,1180,-1000.00,0.00,1000.00,158.68,1603.67,0.42,0
9760,1181,-1000.00,-1000.00,0.00,0.00,538.55,0.31,0
9761,1182,1000.00,1000.00,2000.00,0.00,1000.00,0.18,1
9762,1182,1000.00,2000.00,3000.00,0.00,2000.00,0.06,1
9763,1182,1000.00,3000.00,4000.00,817.00,1988.00,0.38,1
9764,1182,1000.00,4000.00,5000.00,221.31,818.13,0.18,1
9765,1182,1000.00,5000.00,6000.00,0.00,4442.87,0.05,1
9766,1182,1000.00,6000.00,7000.00,0.00,2872.10,0.22,1
9767,1182,1000.00,7000.00,8000.00,2973.46,3427.08,0.25,1
9768,1182,1000.00,8000.00,9000.00,1457.79,6542.21,0.09,1
9769,1182,1000.00,9000.00,10000.00,0.00,9000.00,0.23,1
9770,1182,-1000.00,8000.00,9000.00,7194.76,2805.24,0.03,0
9771,1182,1000.00,9000.00,10000.00,4500.00,4500.00,0.05,1
9772,1182,1000.00,10000.00,11000.00,0.00,10000.00,0.12,1
9773,1182,1000.00,11000.00,12000.00,1637.98,9362.02,0.20,1
9774,1182,1000.00,12000.00,13000.00,4059.76,7940.24,0.23,1
9775,1182,-1000.00,11000.00,12000.00,1766.05,0.00,0.02,0
9776,1182,1000.00,12000.00,13000.00,3228.63,6990.46,0.32,1
9777,1182,1000.00,13000.00,14000.00,0.00,5274.96,0.14,1
9778,1182,1000.00,14000.00,15000.00,0.00,14000.00,0.23,1
9779,1182,-1000.00,13000.00,14000.00,7778.92,7221.08,0.26,0
9780,1182,1000.00,14000.00,15000.00,0.00,14000.00,0.41,1
9781,1182,-1000.00,13000.00,14000.00,7961.45,7038.55,0.36,0
9782,1182,1000.00,14000.00,15000.00,7000.00,7000.00,0.19,1
9783,1182,1000.00,15000.00,16000.00,0.00,15000.00,0.03,1
9784,1182,1000.00,16000.00,17000.00,8000.00,8000.00,0.25,1
9785,1182,1000.00,17000.00,18000.00,3713.46,12034.63,0.37,1
9786,1182,1000.00,18000.00,19000.00,0.00,8056.14,0.26,1
9787,1182,1000.00,19000.00,20000.00,1313.24,17686.76,0.44,1
9788,1182,-1000.00,18000.00,19000.00,10591.81,9408.19,0.22,0
9789,1182,1000.00,19000.00,20000.00,9244.05,9755.95,0.21,1
9790,1182,1000.00,20000.00,21000.00,0.00,17920.31,0.40,1
9791,1182,-1000.00,19000.00,20000.00,10937.15,10062.85,0.06,0
9792,1182,1000.00,20000.00,21000.00,10000.00,10000.00,0.03,1
9793,1182,1000.00,21000.00,22000.00,8042.89,12957.11,0.43,1
9794,1182,-1000.00,20000.00,21000.00,8858.13,8852.16,0.26,0
9795,1182,1000.00,21000.00,22000.00,0.00,21000.00,0.23,1
9796,1182,1000.00,22000.00,23000.00,0.00,2764.02,0.15,1
9797,1182,0.00,22000.00,23000.00,0.00,0.00,0.09,0
9798,1182,1000.00,23000.00,24000.00,9770.38,10828.96,0.24,1
9799,1182,1000.00,24000.00,25000.00,2037.64,21962.36,0.30,1
9800,1182,1000.00,25000.00,26000.00,6652.96,18347.04,0.36,1
9801,1182,-1000.00,24000.00,25000.00,16337.04,9662.96,0.17,0
9802,1182,1000.00,25000.00,26000.00,0.00,25000.00,0.05,1
9803,1182,1000.00,26000.00,27000.00,0.00,26000.00,0.44,1
9804,1182,-1000.00,25000.00,26000.00,4781.56,0.00,0.03,0
9805,1182,-1000.00,24000.00,25000.00,18527.95,7472.05,0.04,0
9806,1183,-1000.00,-1000.00,0.00,0.00,1000.00,0.28,0
9807,1184,-1000.00,-1000.00,0.00,558.71,441.29,0.16,0
9808,1185,-1000.00,-1000.00,0.00,0.00,1000.00,0.29,0
9809,1186,1000.00,1000.00,2000.00,415.54,584.46,0.08,1
9810,1186,1000.00,2000.00,3000.00,0.00,2000.00,0.30,1
9811,1186,1000.00,3000.00,4000.00,0.00,3000.00,0.02,1
9812,1186,1000.00,4000.00,5000.00,0.00,3975.66,0.26,1
9813,1186,1000.00,5000.00,6000.00,6.35,4993.65,0.24,1
9814,1186,1000.00,6000.00,7000.00,0.00,4486.37,0.17,1
9815,1186,1000.00,7000.00,8000.00,0.00,465.57,0.11,1
9816,1186,1000.00,8000.00,9000.00,4000.00,4000.00,0.12,1
9817,1186,1000.00,9000.00,10000.00,2831.49,6168.51,0.43,1
9818,1186,1000.00,10000.00,11000.00,0.00,10000.00,0.06,1
9819,1186,-1000.00,9000.00,10000.00,6941.87,4058.13,0.27,0
9820,1186,1000.00,10000.00,11000.00,0.00,5782.60,0.16,1
9821,1186,-1000.00,9000.00,10000.00,5896.64,5103.36,0.04,0
9822,1186,-1000.00,8000.00,9000.00,7282.26,2717.74,0.10,0
9823,1186,1000.00,9000.00,10000.00,2656.38,6343.62,0.20,1
9824,1186,-1000.00,8000.00,9000.00,3053.21,802.11,0.18,0
9825,1186,1000.00,9000.00,10000.00,0.00,9000.00,0.29,1
9826,1186,1000.00,10000.00,11000.00,5000.00,5000.00,0.04,1
9827,1186,1000.00,11000.00,12000.00,0.00,11000.00,0.21,1
9828,1186,-1000.00,10000.00,11000.00,8798.91,3201.09,0.40,0
9829,1186,1000.00,11000.00,12000.00,0.00,5226.50,0.18,1
9830,1186,1000.00,12000.00,13000.00,6000.00,6000.00,0.28,1
9831,1186,1000.00,13000.00,14000.00,0.00,7699.04,0.22,1
9832,1186,1000.00,14000.00,15000.00,150.24,5843.09,0.28,1
9833,1186,1000.00,15000.00,16000.00,5236.29,9763.71,0.18,1
9834,1186,1000.00,16000.00,17000.00,422.31,15577.69,0.42,1
9835,1186,1000.00,17000.00,18000.00,0.00,9443.81,0.28,1
9836,1186,1000.00,18000.00,19000.00,9000.00,9000.00,0.08,1
9837,1186,1000.00,19000.00,20000.00,0.00,19000.00,0.40,1
9838,1186,1000.00,20000.00,21000.00,0.00,20000.00,0.39,1
9839,1186,1000.00,21000.00,22000.00,5899.77,15100.23,0.19,1
9840,1186,1000.00,22000.00,23000.00,3868.89,18131.11,0.38,1
9841,1186,1000.00,23000.00,24000.00,0.00,11730.39,0.27,1
9842,1186,1000.00,24000.00,25000.00,4414.27,19585.73,0.41,1
9843,1186,-1000.00,23000.00,24000.00,13758.48,11241.52,0.36,0
9844,1186,-1000.00,22000.00,23000.00,14781.80,9218.20,0.14,0
9845,1186,1000.00,23000.00,24000.00,0.00,23000.00,0.15,1
9846,1186,1000.00,24000.00,25000.00,4157.87,15802.77,0.37,1
9847,1186,-1000.00,23000.00,24000.00,14316.57,10683.43,0.17,0
9848,1186,-1000.00,22000.00,23000.00,19348.85,4651.15,0.15,0
9849,1186,1000.00,23000.00,24000.00,0.00,10491.35,0.20,1
9850,1186,1000.00,24000.00,25000.00,0.00,24000.00,0.30,1
9851,1186,1000.00,25000.00,26000.00,12500.00,12500.00,0.09,1
9852,1187,-1000.00,-1000.00,0.00,499.75,500.25,0.09,0
9853,1188,1000.00,1000.00,2000.00,144.18,387.42,0.26,1
9854,1188,1000.00,2000.00,3000.00,740.07,1259.93,0.32,1
9855,1188,1000.00,3000.00,4000.00,0.00,3000.00,0.04,1
9856,1188,1000.00,4000.00,5000.00,520.24,3479.76,0.43,1
9857,1188,1000.00,5000.00,6000.00,1995.08,3004.92,0.24,1
9858,1188,1000.00,6000.00,7000.00,0.00,5555.56,0.31,1
9859,1188,1000.00,7000.00,8000.00,0.00,7000.00,0.09,1
9860,1188,1000.00,8000.00,9000.00,0.00,8000.00,0.21,1
9861,1188,1000.00,9000.00,10000.00,651.48,8348.52,0.40,1
9862,1188,1000.00,10000.00,11000.00,4284.05,5715.95,0.39,1
9863,1188,1000.00,11000.00,12000.00,2655.40,8344.60,0.26,1
9864,1188,-1000.00,10000.00,11000.00,10324.53,1675.47,0.08,0
9865,1188,1000.00,11000.00,12000.00,4512.46,6487.54,0.43,1
9866,1188,1000.00,12000.00,13000.00,0.00,12000.00,0.02,1
9867,1188,0.00,12000.00,13000.00,0.00,0.00,0.01,0
9868,1188,1000.00,13000.00,14000.00,5015.66,7984.34,0.30,1
9869,1188,1000.00,14000.00,15000.00,0.00,14000.00,0.12,1
9870,1188,-1000.00,13000.00,14000.00,7961.50,7038.50,0.07,0
9871,1188,1000.00,14000.00,15000.00,0.00,6185.28,0.28,1
9872,1188,1000.00,15000.00,16000.00,0.00,3157.15,0.10,1
9873,1188,-1000.00,14000.00,15000.00,11544.83,0.00,0.03,0
9874,1188,1000.00,15000.00,16000.00,0.00,15000.00,0.17,1
9875,1188,-1000.00,14000.00,15000.00,11982.42,4017.58,0.24,0
9876,1188,-1000.00,13000.00,14000.00,7500.00,7500.00,0.01,0
9877,1188,-1000.00,12000.00,13000.00,1143.41,12856.59,0.42,0
9878,1188,-1000.00,11000.00,12000.00,0.00,13000.00,0.25,0
9879,1188,-1000.00,10000.00,11000.00,0.00,6716.19,0.05,0
9880,1188,-1000.00,9000.00,10000.00,0.00,5869.33,0.24,0
9881,1188,-1000.00,8000.00,9000.00,5998.63,1875.17,0.14,0
9882,1188,0.00,8000.00,9000.00,0.00,0.00,0.00,0
9883,1188,0.00,8000.00,9000.00,0.00,0.00,0.05,0
9884,1188,-1000.00,7000.00,8000.00,1259.45,7740.55,0.43,0
9885,1188,-1000.00,6000.00,7000.00,3621.11,4378.89,0.32,0
9886,1188,-1000.00,5000.00,6000.00,0.00,3634.92,0.11,0
9887,1188,-1000.00,4000.00,5000.00,103.87,5896.13,0.34,0
9888,1188,-1000.00,3000.00,4000.00,0.00,5000.00,0.37,0
9889,1188,-1000.00,2000.00,3000.00,1550.70,2279.01,0.42,0
9890,1188,-1000.00,1000.00,2000.00,0.00,1935.14,0.36,0
9891,1188,-1000.00,0.00,1000.00,0.00,2000.00,0.10,0
9892,1188,-738.82,-738.82,261.18,0.00,738.82,0.40,0
9893,1188,-261.18,-1000.00,0.00,91.70,169.48,0.33,0
9894,1189,-1000.00,-1000.00,0.00,0.00,1000.00,0.25,0
9895,1190,-835.97,-835.97,164.03,771.71,64.26,0.06,0
9896,1190,1000.00,164.03,1164.03,0.00,43.60,0.17,1
9897,1190,-1000.00,-835.97,164.03,1118.92,0.00,0.04,0
9898,1190,1000.00,164.03,1164.03,13.66,114.82,0.33,1
9899,1190,1000.00,1164.03,2164.03,179.32,984.70,0.39,1
9900,1190,-1000.00,164.03,1164.03,1658.41,505.62,0.09,0
9901,1190,1000.00,1164.03,2164.03,0.00,746.52,0.28,1
9902,1190,-273.08,890.95,1890.95,273.08,0.00,0.11,0
9903,1190,1000.00,1890.95,2890.95,598.82,1292.13,0.41,1
9904,1190,-1000.00,890.95,1890.95,1590.14,1300.81,0.17,0
9905,1190,1000.00,1890.95,2890.95,869.45,1021.50,0.15,1
9906,1190,1000.00,2890.95,3890.95,4.67,2886.28,0.44,1
9907,1190,1000.00,3890.95,4890.95,1555.32,2335.63,0.09,1
